1586 -311 
-92 995 
109 993 
0 468 
1781 -124 
669 -444 
992 125 
-724 690 
853 520 
325 -239 
1072 -498 
259 -172 
1997 424 
-491 871 
-85 996 
645 -436 
-964 267 
968 249 
479 877 
363 -272 
-812 583 
1797 -104 
740 671 
18 306 
203 979 
1948 184 
-160 987 
-702 712 
59 160 
-885 466 
1097 -496 
681 -448 
-939 345 
80 107 
92 79 
116 993 
1240 -471 
-947 321 
-861 509 
492 -362 
555 831 
-419 908 
1544 -339 
-754 657 
1988 349 
512 858 
14 330 
-210 977 
-999 62 
723 690 
-915 403 
344 -256 
206 -109 
5 393 
25 275 
-259 966 
1804 -94 
47 196 
17 312 
999 18 
896 -495 
2 424 
1342 -440 
790 -478 
-679 734 
1406 -414 
335 -248 
-142 989 
-999 50 
1971 263 
840 -488 
-1000 44 
1270 -463 
-857 515 
915 -497 
576 -406 
-778 628 
1847 -32 
974 224 
1383 -424 
210 -114 
457 889 
1 443 
872 488 
1992 380 
822 568 
1996 418 
797 603 
59 998 
-976 218 
959 -500 
591 806 
22 287 
1965 238 
626 779 
-827 563 
785 618 
1909 84 
936 351 
-737 676 
1626 -280 
1884 33 
209 977 
1893 50 
1429 -404 
1757 -153 
1982 312 
711 -458 
-997 88 
-706 708 
1435 -401 
173 -64 
316 -231 
1994 399 
866 499 
815 -483 
-343 939 
884 466 
1523 -353 
360 932 
-962 273 
-469 883 
412 911 
999 44 
463 886 
1697 -218 
-349 937 
929 368 
1968 250 
987 156 
0 481 
1997 430 
1479 -378 
-627 779 
359 -268 
21 293 
1912 90 
714 699 
678 734 
856 515 
1952 196 
263 -177 
393 -296 
-851 526 
927 -498 
998 50 
-888 460 
636 771 
238 -149 
455 -339 
896 443 
1984 324 
1896 56 
-995 106 
1103 -495 
-987 162 
753 -470 
634 -431 
-930 368 
270 962 
1066 -498 
-295 955 
-923 386 
616 787 
-198 980 
-656 755 
103 994 
1153 -489 
-135 990 
-913 409 
-834 552 
-801 598 
-325 945 
1975 281 
972 230 
1330 -444 
-790 613 
1490 -372 
36 232 
446 894 
650 759 
1785 -119 
34 999 
-378 925 
1365 -431 
-984 181 
1819 -74 
471 -349 
1028 -500 
-985 175 
-961 279 
1528 -349 
51 184 
-823 568 
985 169 
197 980 
121 22 
1282 -460 
-770 638 
-234 972 
